brand,model,description,image_url,created_at,id
CHEVROLET,AVEO,"Fijo 2 botones ",https://llaves.com.ar/image/cache/catalog/Imagenes/Chevrolet/Carcasas/Chevrolet-B10B/Chevrolet-B10B-01-750x750.jpg,,c69cc9c4-5fbc-437f-8d56-e8c2e2045daa
CHEVROLET,S-10 PICK - UP,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,f7bda117-2174-4a23-b4ad-069b090e359f
CHEVROLET,MONTANA PICK - UP,,,,f7855826-2003-40ae-ae7f-ab95d01fb5e6
CHEVROLET,BLAZER,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,1e7acc15-0f21-4adc-a29d-10d26334f24b
CHEVROLET,CELTA,,,,90a61f3e-7694-4fe3-84d5-9ec8e9e7c756
CHEVROLET,MERIVA,"Fijo 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/31-400x400.png,,d6c1999d-aa07-4879-bc5c-620d97f58363
CHEVROLET,CRUZE,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,077aff8c-d17a-4b9e-a4cb-a332efb7b31b
CHEVROLET,PRISMA,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04B-01-750x750-1.jpg,,1ee678a0-f205-4f5d-a093-228728be6eda
CHEVROLET,VECTRA,Fijo 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-3-400x400.png,,2213f98b-d7d9-460b-99ec-fef4f7cb3dd0
CHEVROLET,CORSA,,,,22480dd3-2ce2-48cd-b9ce-b2c681a5be91
CHEVROLET,CRUZE,Presencia 3 botones con arranque,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210721-161511-600x800.jpg,,22a5df70-52a6-4610-974f-7ea5711644ce
CHEVROLET,ONIX,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,8adc56c2-16f0-4d9b-9d44-17dbb912ee99
CHEVROLET,SPARK,"Fijo 2 botones ",https://llaves.com.ar/image/cache/catalog/Imagenes/Chevrolet/Carcasas/Chevrolet-B10A/Chevrolet-B10A-01-750x750.jpg,,f4b61720-b8ca-48af-a55a-35bade6af070
CHEVROLET,S-10 PICK - UP,Flip 2 botones linea nueva,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom_20210721_151124-600x800.jpg,,2a135634-1da4-4d53-a23a-d4b0b1ec682a
CHEVROLET,AGILE,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,86558638-31dd-4e13-b640-241bd69cda94
CHEVROLET,CRUZE,Presencia 3 botones con baul,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210721-161211-600x800.jpg,,2ea663d2-1dce-48d2-879a-e57ac57d6217
CHEVROLET,SONIC,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,2fa2baa7-25b9-41f0-b1ca-66cf0fe14f98
CHEVROLET,CRUZE,Presencia 4 botones baul y arranque,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210721-161006-600x800.jpg,,efa6272b-3983-4309-9d32-f1036aa39765
CHEVROLET,SPIN,,,,d7115e29-2058-4d52-9587-7cfea1dd8f89
CHEVROLET,VECTRA,,,,32a5e181-98e8-42b0-9fce-af6d502fc9d4
CHEVROLET,BLAZER,Presencia 3 botones con baul,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210721-161211-600x800.jpg,,33365c3b-2775-4bff-9771-3c1e218a947d
CHEVROLET,TRACKER,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04B-01-750x750-1.jpg,,7fde5091-5789-4c55-921f-71d1940ce234
CHEVROLET,CORSA,"Fijo 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/31-400x400.png,,368fbfd8-f4f9-4235-858d-d122876b7e52
CHEVROLET,CRUZE,Flip 2 botones linea nueva,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom_20210721_151124-600x800.jpg,,7ced09ee-9585-47c0-b11e-21bded7b4d95
CHEVROLET,PRISMA,Flip 3 botones linea nueva con baul,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210721-151449-600x745.jpg,,512f76c3-a737-4f8f-b592-bcb483719b0e
CHEVROLET,AGILE,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04B-01-750x750-1.jpg,,fa269bb8-9500-4f60-929c-c2201451f622
CHEVROLET,AGILE,"Fijo 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-2-400x400.png,,754126bc-b6b3-412b-a9b6-3bf849cb4a97
CHEVROLET,CRUZE,Presencia 2 botones,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210721-161410-600x800.jpg,,41b350a8-1afe-4055-b4ef-0eae0b989174
CHEVROLET,AVEO,,,,4270b5ca-4052-4b9e-9f76-454de9a834f0
CHEVROLET,PRISMA,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,6e3d2f2e-9a3a-429f-837f-ca8293f82eed
CHEVROLET,CAPTIVA,"Fijo 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R11-02-750x750-1-600x600.jpg,,44bdb914-0233-4d7d-9b7c-83a4c11d99e7
CHEVROLET,MONTANA PICK - UP,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,4590680d-7e41-4967-9970-56b6e94965f6
CHEVROLET,SPIN,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,b2bc7ff1-843e-4ee9-ab09-41481e15c675
CHEVROLET,ASTRA,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,6cd74c4c-ff8d-4236-b72f-eafdbbffd61d
CHEVROLET,CELTA,"Fijo 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-2-400x400.png,,debd703e-a1bf-4fb6-a5b5-230d5510bc0d
CHEVROLET,VECTRA,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04B-01-750x750-1.jpg,,fba01f54-a618-4298-9e49-e85405a078b9
CHEVROLET,ASTRA,Fijo 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/30-400x400.png,,a0fccb48-3e12-4a78-98c4-f3eb7ece8019
CHEVROLET,MERIVA,,,,6bd39c60-6835-4a68-a882-5971247b7841
CHEVROLET,TRACKER,Flip 3 botones linea nueva con baul,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210721-151449-600x745.jpg,,6a9f24b7-7e0e-4446-9a11-2c0189da0718
CHEVROLET,SPARK,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,e1f8232e-20de-4893-ba09-533908217dda
CHEVROLET,SONIC,,,,e217907b-61a1-4909-9580-8a5251ce609b
CHEVROLET,CORSA,,,,6a5e701e-3b48-4752-ae21-822f20362a66
CHEVROLET,CAPTIVA,Fijo 3 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R12-01-450x450-1-400x400.jpg,,c3c9de2b-c5ec-4720-b176-40b601e2911a
CHEVROLET,CLASSIC,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2024/09/Chevrolet-R04A-01-750x750-1-600x600.jpg,,68bf2394-4187-4bcf-a376-2ba99c222398
CITROEN,C 4 CACTUS,Flip 3 botones con baul linea nueva,https://www.transkey.com/wp-content/uploads/2024/09/Citroen-R07-01-750x750-1-600x600.jpg,,eecc0734-5381-4395-9502-13811ec8c733
CITROEN,C 3,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/mVeCtLEYwIRMICOj-400x400.png,,d5f1422e-1960-44cd-b27e-1659a36136b5
CITROEN,C 4 CACTUS,Presencia 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Citroen-R09C-01-750x750-1-600x600.jpg,,407754c4-173f-41dd-b355-73b186ce5035
CITROEN,C 3 AIRCROSS,"Fijo 2 botones ",https://lirp.cdn-website.com/778d7af2/dms3rep/multi/opt/Peugeot+Remote+Car+Keys+3+Tauranga+Car+Locksmiths-320w.jpg,,b8ed0179-7d7b-466c-8ac5-13af91d07a69
CITROEN,C 3 PICASSO,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/01-750x750-1-600x600.jpg,,fd275842-d05f-43b5-8132-436839575664
CITROEN,C 4 AIRCROSS,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Citroen-R07-01-750x750-1-600x600.jpg,,33582559-f162-411a-b855-5b9337bc4339
CITROEN,C 3 AIRCROSS,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/01-750x750-1-600x600.jpg,,23e6af53-d84e-4cc8-9d3e-45f3f98ec568
CITROEN,C 4,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/mVeCtLEYwIRMICOj-400x400.png,,66973e1d-9a43-4957-a0ee-c72c5a38da54
CITROEN,C 4 LOUNGE,Presencia 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Citroen-R09C-01-750x750-1-600x600.jpg,,c8bbad88-7d94-4091-8442-3bd39f86500d
CITROEN,C 4 AIRCROSS,,,,67c50c46-9ba5-4dbf-a800-4579dae6ffc2
CITROEN,BERLINGO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/Peugeot-B12E-01-750x750-1-600x600.jpg,,9f65ea9a-ce5d-45f3-891d-485c0f9b4c0d
CITROEN,C 3,,,,add618cf-59f9-49a2-9560-bf81d2ac8671
CITROEN,C 3 PICASSO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/mVeCtLEYwIRMICOj-400x400.png,,8d655a7b-2aff-4b97-8201-a8e4e8b8014c
CITROEN,C 3 PICASSO,"Fijo 2 botones ",https://lirp.cdn-website.com/778d7af2/dms3rep/multi/opt/Peugeot+Remote+Car+Keys+3+Tauranga+Car+Locksmiths-320w.jpg,,caecd2eb-542f-4946-b9cd-3e6eaaa27399
CITROEN,C 4,"Fijo 2 botones ",https://lirp.cdn-website.com/778d7af2/dms3rep/multi/opt/Peugeot+Remote+Car+Keys+3+Tauranga+Car+Locksmiths-320w.jpg,,2bd13bf1-c4d9-470c-b219-13ba9a293920
CITROEN,C 3,"Fijo 2 botones ",https://lirp.cdn-website.com/778d7af2/dms3rep/multi/opt/Peugeot+Remote+Car+Keys+3+Tauranga+Car+Locksmiths-320w.jpg,,86fef680-0fb2-4ebb-b700-6ec661edbb68
CITROEN,C 4 AIRCROSS,"Flip 3 botones con faro ",https://www.transkey.com/wp-content/uploads/2024/09/Citroen-R08A2-01-750x750-1-600x600.jpg,,f3952312-f016-43ef-aaca-b04ce0662f1c
CITROEN,C 4 LOUNGE,Flip 3 botones con baul linea nueva,https://www.transkey.com/wp-content/uploads/2024/09/Citroen-R07-01-750x750-1-600x600.jpg,,fadfdb11-8712-4082-a447-3d507e0683b6
CITROEN,C 4 CACTUS,,,,81600ecc-fc72-44a7-98ea-af63ad7db3bc
CITROEN,BERLINGO,"Fijo 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/Citroen-B03B-01-750x750-1-280x280.jpg,,68a5aac6-fb44-46ab-a1e3-5c29c0c1cedf
CITROEN,C 4,,,,45c544bf-0f63-47f6-b290-11e442f58a2c
CITROEN,C 3 AIRCROSS,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2024/09/mVeCtLEYwIRMICOj-400x400.png,,32c6486c-b20c-41df-9cb3-f2c1d6cd1c11
CITROEN,C 4 LOUNGE,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/01-750x750-1-600x600.jpg,,ef9245d8-0c41-404c-9fad-c69b26289343
CITROEN,BERLINGO,Fijo 2 botones linea nueva,https://www.transkey.com/wp-content/uploads/2024/09/Peugeot-B78-01-450x450-1-280x280.jpg,,78ae1ca5-3f16-4e3f-99db-dcc8e46c9de6
FIAT,ARGO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,85f7e209-f730-405f-a6f0-47fe65083216
FIAT,TIPO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,b52d823a-6c57-47a2-9c61-3dde10b5bd67
FIAT,FIORINO QUBO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,593dd97e-bc68-40e9-a045-547d45372dea
FIAT,ARGO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,e99668f0-bbe7-4adc-94a1-5533eefa32c8
FIAT,FIORINO QUBO,,,,5ac63ff6-ea7c-4d73-b3a6-06d10b771848
FIAT,PUNTO,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,62afb06a-f666-41d0-9a47-2231f46033ec
FIAT,DUCATO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,b66b9823-af01-4305-bc6b-73f3668f4c85
FIAT,FIORINO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,5c7e4315-539b-4352-a69d-cea589580818
FIAT,FIORINO QUBO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,4747705e-9ec9-41d0-bbfa-d137e5046971
FIAT,PALIO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,5d401362-373e-408e-a30c-a9b2e67cd15d
FIAT,LINEA,Flip 3 botones con baul linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R06F-01-750x750-1-600x600.jpg,,eb897202-ad71-47d1-ae33-73534bb2feea
FIAT,DOBLO,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,e3b28d28-d49d-4153-bc80-8cb9dfdb019b
FIAT,DUCATO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,c2025dc0-2491-4fe0-a4d0-6affddc1a6f2
FIAT,PALIO,,,,144354db-0b0e-414c-845c-da0c6ce40585
FIAT,UNO,,,,81ed201a-e0b2-4a5e-8a9d-719f09eac39a
FIAT,UNO CARGO,,,,c589e188-fefc-4e38-b260-b5f4f9d373a8
FIAT,500,"Flip 3 botones ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,152e49c7-db07-4d5f-a74b-96873c66fca1
FIAT,QUBO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,1604d3b4-1c5b-417a-9f9d-e697f8e3bb20
FIAT,SIENA,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,fd084e3e-b502-41de-9cc8-2098146843a5
FIAT,QUBO,Flip 3 botones con baul linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R06F-01-750x750-1-600x600.jpg,,96649be8-8566-46c4-913a-3395fcfda7d5
FIAT,TIPO,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,be225b2a-52d7-43be-98d6-2b104a91742d
FIAT,UNO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,c0d04b9a-f7c4-4dd7-8b51-e4fac24a2374
FIAT,GRAND SIENA,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,6df38ef8-3f89-421d-b9fa-95a81d564593
FIAT,FIORINO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,187e72fc-2f2c-431b-992e-3f5959f4827a
FIAT,GRAND SIENA,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,d7403119-5cc6-448c-9984-933289342dd7
FIAT,PUNTO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,1a1c9004-c4db-495e-9af6-b476ba0df193
FIAT,GRAND SIENA,,,,1a483e74-898e-4779-876e-07ef3b1e4aab
FIAT,UNO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,1a9c2b85-5534-4dbd-8186-c7a7ff027347
FIAT,TIPO,Presencia 5 botones,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-B34-01-750x750-1-600x600.jpg,,1bab8191-1cbf-499f-af18-33f9efce0472
FIAT,TORO PICK UP,Presencia 5 botones,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-B34-01-750x750-1-600x600.jpg,,1d1857fe-fa10-4aad-b075-837764177c58
FIAT,MOBI,,,,fe3bd8fd-e602-4d73-9488-186ceebc6c50
FIAT,500,Flip 2 botones,https://llaves.com.ar/image/cache/catalog/Imagenes/Fiat/Telemandos/Fiat-R00-AES/Fiat-R00-AES-01-450x450.jpg,,c8d3ec6d-870a-42a6-9962-5d40360175cf
FIAT,LINEA,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,3a15d9fa-a76b-420d-9ef9-9e4dc6158999
FIAT,500,,,,7940ea3e-6840-4a66-8d1a-71705d0da013
FIAT,DOBLO,,,,d99317a8-8dff-49b9-a0af-470d94814fe4
FIAT,MOBI,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,3bf06e58-6eda-41b1-acc3-ab91ca9be73e
FIAT,CRONOS,Presencia 5 botones,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-B34-01-750x750-1-600x600.jpg,,f671ccee-4065-45ac-be9a-f6a05d76c5ed
FIAT,STRADA PICK - UP,,,,1ee607f9-0b12-46fe-b875-ac39d21b7ee1
FIAT,CRONOS,Flip 4 botones,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-B23C-01-750x750-1-600x600.jpg,,1fa67702-b79a-47a7-bf8d-5a515f608f93
FIAT,CRONOS,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,f64802c9-d7a5-480c-ad58-eedf5b5747ab
FIAT,IDEA,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,fe5dae7a-a0ea-4207-af98-210532c9fb65
FIAT,SIENA,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,114e8d0a-bf5e-4b96-a074-afbfa8fc18ae
FIAT,TORO PICK UP,Flip 4 botones,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-B23C-01-750x750-1-600x600.jpg,,8bc95529-66fb-4b30-91fa-2f6e74ae87db
FIAT,ARGO,Flip 4 botones,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-B23C-01-750x750-1-600x600.jpg,,3d844394-2b86-4d82-a082-40a349cbd984
FIAT,DOBLO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,f5e10fb1-49d7-49e1-b75c-95f643e8eee7
FIAT,BRAVO,,,,3ebea290-e19c-4819-9700-950289a57649
FIAT,STRADA PICK - UP,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,89914e76-eb68-4616-944f-45d6de037e64
FIAT,STRADA PICK - UP,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,25d34b1d-6d52-4be2-afe7-e7a63a29db5f
FIAT,IDEA,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,26021654-dc5d-4f2e-bc9e-866e924c6e1c
FIAT,FIORINO,,,,2695fa64-6f36-433c-bcd2-18852889fe0d
FIAT,PUNTO,Flip 3 botones con baul linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R06F-01-750x750-1-600x600.jpg,,6d4406c0-7a34-4f8e-a26a-a52139df5963
FIAT,SIENA,Flip 3 botones con baul linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R06F-01-750x750-1-600x600.jpg,,71d50823-1a3e-4211-a0fc-a04e6c4f88c4
FIAT,IDEA,Flip 3 botones con baul,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R06F-01-750x750-1-600x600.jpg,,a110260d-9cdd-4674-8e6a-8ab3cb5e9d71
FIAT,UNO CARGO,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,884917b4-4d69-4e34-a5e0-c97b766f6bf1
FIAT,DUCATO,,,,86452a54-8451-4037-99eb-985817cd3653
FIAT,QUBO,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,b1ea757f-99d0-463d-963f-1041d780e24e
FIAT,PALIO,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,dbac77ed-615c-4926-b8cf-3967a7c469b3
FIAT,TIPO,Flip 4 botones,https://www.transkey.com/wp-content/uploads/2024/09/Fiat-B23C-01-750x750-1-600x600.jpg,,0f6e3e4f-535b-4c65-bdda-0487f98debd1
FIAT,UNO CARGO,Fijo 2 botones linea vieja,https://www.transkey.com/wp-content/uploads/2024/09/LLAVES-4-400x400.png,,3050255c-1fad-416a-bb27-24611411ed09
FIAT,MOBI,,,,11bedaeb-8eeb-4bf0-8efb-447805f99d69
FIAT,BRAVO,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,f24c697d-dbea-49b0-9d33-e87b06a8c54a
FIAT,LINEA,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R01-01-750x750-1-600x600.jpg,,e78c0fe4-2912-49a2-8f0f-ae8747db9a89
FIAT,TORO PICK UP,"Flip 2 botones ",https://www.transkey.com/wp-content/uploads/2021/07/Fiat-R00-AES-01-750x750-1-600x600.jpg,,9f4ca321-cc9e-4794-90cb-d3bb00ab4404
FIAT,BRAVO,"Flip 3 botones con baul ",https://www.transkey.com/wp-content/uploads/2024/09/Fiat-R06F-01-750x750-1-600x600.jpg,,dcd7e19d-8726-4709-aba8-7a76d3abde19
FORD,KUGA,Presencia 3 botones,https://www.transkey.com/wp-content/uploads/2024/09/Ford-R10A-01-750x750-1.jpg,,c5d8f0f7-1232-4fcb-8f5e-4a0429405193
FORD,KUGA,Flip 3 botones cuadrado,https://www.transkey.com/wp-content/uploads/2024/09/Ford-B62-01-750x750-1-600x600.jpg,,bb4feb65-ea14-48cb-a5da-daa84de33f69
FORD,FIESTA,Presencia 3 botones modelo nuevo,https://www.transkey.com/wp-content/uploads/2024/09/Ford-R33-Original-01-750x750-1-600x600.jpg,,bc857e05-8f83-4020-9eca-ef7b75d82093
FORD,ECOSPORT,Llavero 4 botones,https://www.transkey.com/wp-content/uploads/2021/07/39.png,,bcceffa7-7c19-4cf9-89ac-a5262b7ea178
FORD,"FIESTA ",Llavero 3 botones,https://www.transkey.com/wp-content/uploads/2021/07/37.png,,1978610f-2e84-4e35-88f1-afb895602ef9
FORD,RANGER PICK - UP,Flip 2 botones,https://www.transkey.com/wp-content/uploads/2021/07/PhotoRoom-20210723-120634-600x800.jpg,,1be66878-8d7a-4341-8625-068e57e75775
